Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU00452,22,Male,3.02,68.7,6.4,7.6,5.1,3.22,Yes,Hybrid,Average,Good,No,1,Middle,5.6,B
STU00453,22,Male,4.78,100,6.7,2.3,3.8,3.3,Yes,Offline,Poor,Good,No,4,Low,4,A
STU00454,22,Male,3.55,73.5,7.1,8.1,4,2.98,Yes,Online,Good,Poor,Yes,2,Low,5.2,B
STU00455,20,Male,3.72,91.1,4.8,7.3,4.5,2.77,No,Offline,Average,Average,Yes,2,Low,3.9,B
STU00456,21,Male,6.36,87.4,7.5,2.2,5.3,3.41,No,Offline,Average,Good,Yes,2,Low,7.8,A
STU00457,24,Female,8.8,75.1,7.5,6,3.4,3.24,Yes,Online,Good,Good,No,3,Middle,3.7,A
STU00458,22,Female,1.1,77.2,6.1,5.4,6.1,2.92,No,Online,Good,Poor,No,1,Low,6.2,D
STU00459,19,Male,4.38,71.4,6.1,3.2,4,3.16,Yes,Hybrid,Average,Good,No,1,Middle,6,A
STU00460,19,Female,5.62,80.5,7.1,6.4,2.1,2.88,No,Hybrid,Good,Poor,Yes,1,Middle,4.2,A
STU00461,22,Female,5.01,85.3,8.4,2.2,4.3,2.28,Yes,Online,Poor,Excellent,No,1,Middle,3.5,A
STU00462,23,Female,4.31,79.6,6.1,3.4,2,3.26,No,Hybrid,Good,Excellent,No,2,Middle,5.6,A
STU00463,22,Female,2.29,76.1,6.5,4.6,5.7,3.36,Yes,Hybrid,Good,Poor,Yes,2,Middle,6.5,C
STU00464,19,Female,3.11,79.8,6.3,4.5,3.4,3.03,Yes,Offline,Good,Excellent,Yes,2,Low,5.3,A
STU00465,20,Female,6.45,91.7,6.9,4.8,5.8,3.6,Yes,Online,Average,Excellent,Yes,2,Low,1.6,A
STU00466,17,Female,7.15,88.3,7.6,8,3,3.25,No,Online,Good,Average,No,0,Low,4.9,A
STU00467,17,Female,5.19,84.4,5.7,5.9,5.8,2.99,No,Hybrid,Poor,Good,No,3,Middle,3.6,B
STU00468,24,Male,3.33,73.4,4.4,6.3,2.8,1.86,Yes,Online,Average,Good,No,0,Low,6.6,D
STU00469,24,Male,5.19,74.9,6.6,4.1,5.3,2.37,Yes,Online,Average,Good,Yes,2,Middle,4.7,B
STU00470,22,Female,4.52,84.3,8.6,4.5,6.8,3.14,Yes,Hybrid,Good,Average,No,2,High,5.1,B
STU00471,18,Male,6.09,75.7,5.9,4.5,5.9,3.96,No,Online,Average,Average,No,2,Low,4.7,A
STU00472,22,Male,5.24,72.8,7.8,3.8,0.5,2.54,No,Offline,Average,Good,No,2,High,4.7,A
STU00473,23,Female,3.76,92.9,7.1,2.6,4.3,2.43,Yes,Online,Average,Average,Yes,3,High,5.6,A
STU00474,22,Male,5.38,80.6,5.6,7.2,5.7,3.13,No,Offline,Good,Excellent,No,2,High,2.2,A
STU00475,24,Female,2.64,81.8,7.2,7,6,2.61,Yes,Hybrid,Poor,Average,No,1,High,9.4,C
STU00476,17,Female,6.64,73.7,6.1,4.8,5.1,2.74,No,Hybrid,Average,Good,Yes,3,Low,3.3,A
STU00477,19,Non-Binary,7.36,82.3,6.4,6.8,3.5,3.92,Yes,Offline,Average,Excellent,Yes,3,Low,5.5,A
STU00478,22,Female,2.64,87.4,6.6,7.2,2,1.95,Yes,Online,Average,Good,No,0,Low,2.9,D
STU00479,19,Male,5.84,82.2,5.5,4.1,2.8,3.14,Yes,Hybrid,Poor,Good,No,2,Low,3.3,A
STU00480,19,Female,3.02,65,6.7,6.4,1.4,2.56,Yes,Hybrid,Average,Excellent,No,1,Middle,3.9,C
STU00481,18,Female,7.14,74.7,8.7,1.5,4.3,2.95,No,Online,Average,Excellent,Yes,3,High,3,A
STU00482,19,Non-Binary,6.81,84.7,7.4,2.2,1.4,2.85,No,Hybrid,Poor,Average,Yes,3,Middle,3.9,A
STU00483,17,Male,4.54,81.7,8.6,4.8,4.6,2.61,Yes,Offline,Good,Good,Yes,2,Low,3.9,B
STU00484,20,Male,6.99,89.2,5.7,5.5,4.8,2.76,No,Offline,Poor,Excellent,No,3,Middle,6.1,A
STU00485,20,Female,4.14,76.5,10,6.3,5,2.92,No,Offline,Poor,Average,No,1,Low,7.9,B
STU00486,21,Male,3.71,78.9,7.6,4.2,4.3,3.52,No,Online,Average,Average,No,1,Middle,2.8,A
STU00487,23,Female,3.86,88.3,7.3,6.7,5.5,2.42,No,Offline,Good,Average,Yes,3,Middle,3,A
STU00488,22,Male,4.72,78.9,6.2,4.8,4,2.21,No,Offline,Poor,Average,No,1,High,3.2,B
STU00489,23,Male,4.35,87.8,5.7,4.7,4.9,2.94,No,Offline,Average,Good,No,2,Middle,6.2,B
STU00490,17,Male,5.31,62.2,7,5.2,3.2,3.55,Yes,Offline,Average,Good,No,3,Middle,4.5,A
STU00491,19,Male,3.77,69.9,8.6,5.4,3.2,3.6,No,Hybrid,Average,Excellent,No,3,Low,4,A
STU00492,20,Female,6.53,88.4,7.3,5.7,4.7,1.99,Yes,Online,Average,Good,No,2,High,4.7,A
STU00493,23,Female,7.04,87.2,9.9,6.4,4.1,2.87,Yes,Offline,Average,Average,No,2,Middle,3.2,A
STU00494,17,Male,4.01,86.8,6.5,5.1,3.4,3.16,No,Offline,Average,Poor,Yes,1,Middle,3.2,B
STU00495,20,Female,2.15,88.3,5.2,5.8,4.2,2.93,Yes,Offline,Poor,Excellent,No,2,High,5.5,C
STU00496,19,Male,6.45,88.4,6.4,4.2,2.7,2.49,No,Offline,Average,Average,Yes,2,Middle,3.1,A
STU00497,23,Female,7.28,68.4,8.5,5.9,4.4,2.98,Yes,Online,Good,Average,No,2,Middle,3.9,A
STU00498,20,Male,4.67,94.9,8.4,5.8,4.5,3.08,No,Hybrid,Average,Excellent,No,3,Low,1.7,A
STU00499,22,Female,2.43,87.8,5.6,6.5,4.3,2.7,Yes,Online,Good,Good,Yes,1,Middle,5.9,C
STU00500,24,Female,5.53,67.7,6,4.3,4.4,3.09,No,Hybrid,Average,Average,No,1,High,3,A
STU00501,22,Female,8.05,66.3,8.4,3.7,3.1,2.43,Yes,Offline,Good,Excellent,No,3,Low,3.9,A
STU00502,21,Female,1.25,83.2,4.8,5.1,2.7,2.85,No,Offline,Average,Excellent,No,2,High,6.7,B
STU00503,21,Female,5.96,72.6,7.7,5.2,2.4,3.04,No,Hybrid,Average,Poor,No,1,Middle,2.7,A
STU00504,20,Non-Binary,4.37,84.2,5.8,4.2,3.5,3.27,Yes,Offline,Average,Excellent,No,2,Middle,6.1,A
STU00505,24,Female,3.29,76.3,6.5,4.7,2.8,3.34,No,Offline,Poor,Average,No,1,Middle,2.5,B
STU00506,17,Female,6,64.5,6.3,6.9,4.4,2.6,No,Hybrid,Average,Good,Yes,2,Low,6.7,B
STU00507,22,Female,2.4,70.9,7.9,3,3.8,3.34,No,Online,Average,Excellent,Yes,2,Low,6.7,B
STU00508,17,Male,5.59,75.4,8.5,5.7,1.2,3.18,Yes,Online,Average,Excellent,Yes,1,Middle,2.7,A
STU00509,24,Female,7.63,79,6.3,2.1,4.9,3.08,No,Hybrid,Average,Average,No,1,Middle,2.6,A
STU00510,17,Male,5.35,86.9,8.3,6.1,0.5,2.86,Yes,Offline,Average,Average,Yes,3,High,1.2,A
STU00511,24,Female,3.25,72.7,7.6,4.9,5.2,2.85,No,Offline,Poor,Poor,No,0,Middle,6.3,B
STU00512,20,Female,1.44,83.7,5.8,4.7,3.6,3.51,No,Online,Average,Good,Yes,2,Middle,4,B
STU00513,17,Female,2.44,76.9,6,4.2,2.3,3.86,No,Online,Average,Poor,No,1,Low,4.5,B
STU00514,22,Male,1.32,77.9,7.3,5.5,2.9,2.35,No,Online,Good,Good,Yes,1,Middle,3.7,C
STU00515,19,Male,8.2,56.5,6.5,3.9,4.8,3.81,No,Hybrid,Average,Poor,No,4,Middle,6.9,A
STU00516,21,Female,4.5,74.2,6.4,4.9,3.6,2.44,Yes,Offline,Good,Good,No,5,Middle,2.5,A
STU00517,19,Female,2.91,64.9,8,3,6.6,2.82,No,Offline,Average,Poor,No,0,High,5.5,C
STU00518,17,Male,2.4,85.7,7.4,5.3,4.1,2.64,No,Hybrid,Good,Excellent,No,2,High,6.3,C
STU00519,19,Male,2.87,89.7,5.4,5,2.1,2.56,Yes,Hybrid,Good,Average,No,0,Middle,5.4,C
STU00520,22,Female,4.33,83.4,8.3,7,4.6,3.1,No,Offline,Poor,Average,No,3,High,3.6,B
STU00521,22,Female,2.43,99.4,7.8,5.2,4.5,3.25,Yes,Online,Average,Excellent,No,3,Middle,3.4,A
STU00522,17,Male,8.35,81.7,7.5,3.5,6.6,2.81,No,Offline,Average,Good,Yes,3,High,5.1,A
STU00523,20,Male,3.51,87.3,7.7,5.9,1.6,2.92,Yes,Hybrid,Poor,Average,No,2,Middle,3.8,A
STU00524,19,Male,3.43,75.8,5.3,6.6,3.7,3.55,Yes,Offline,Average,Poor,No,1,Low,7.1,B
STU00525,20,Non-Binary,5.62,82.7,7.1,3.6,2.2,2.49,No,Offline,Average,Good,Yes,3,High,2.4,A
STU00526,20,Male,7.9,69.1,6,5.5,4.5,3.61,Yes,Offline,Good,Average,No,3,Low,4.5,A
STU00527,24,Male,7.65,76.1,6.5,2.6,2,3.54,Yes,Offline,Good,Good,No,2,Middle,1,A
STU00528,18,Male,4.02,89.3,9,1,3.2,3.17,No,Online,Average,Good,No,1,Low,2.9,A
STU00529,17,Male,5.51,79,6.4,5.5,4.7,2.53,Yes,Offline,Average,Average,No,2,Middle,3.8,B
STU00530,21,Female,5.3,75.8,8.8,8.1,5.3,3.41,No,Offline,Poor,Good,Yes,3,Middle,2.7,B
STU00531,22,Male,6.06,78,6.6,5.2,3.3,2.95,Yes,Offline,Poor,Good,Yes,1,Middle,4.6,A
STU00532,22,Male,5.51,84,6.9,5.7,1.7,3.07,No,Hybrid,Poor,Excellent,Yes,3,High,3.6,A
STU00533,17,Male,3.11,92.6,8,1.3,2.5,2.28,Yes,Online,Average,Poor,Yes,1,Low,1.1,B
STU00534,24,Male,2.48,64.3,7.6,6.5,2.1,2.42,No,Hybrid,Average,Good,No,0,High,7.8,B
STU00535,23,Male,5.35,78.9,5.1,5.7,3.8,2.38,No,Hybrid,Poor,Poor,Yes,2,Low,5.1,B
STU00536,23,Female,2.63,77.8,7.5,9.4,3.4,2.74,No,Hybrid,Poor,Good,No,0,Low,7.5,Fail
STU00537,23,Female,7.73,76.7,6.1,3.6,3.5,2.64,No,Hybrid,Good,Excellent,No,1,Middle,5.6,A
STU00538,24,Female,5.08,78.8,6.6,5.9,2.8,2.45,No,Hybrid,Average,Average,No,1,High,5.7,A
STU00539,21,Female,2.95,84.2,7.3,1.9,3.3,3.57,No,Online,Good,Excellent,Yes,1,Low,3.1,A
STU00540,22,Female,4.36,90.6,6.3,6.1,4.9,2.12,Yes,Hybrid,Average,Good,Yes,0,Middle,2.5,C
STU00541,17,Male,3.99,62.1,4.6,4,3.4,2.95,No,Online,Good,Excellent,Yes,0,Low,5.4,B
STU00542,24,Female,4.74,67.4,6.9,4.4,4.7,2.32,No,Online,Good,Good,Yes,1,High,3.6,B
STU00543,22,Female,6.89,80.2,6.7,5.6,4.6,3.3,No,Online,Average,Average,No,1,Middle,5.6,A
STU00544,20,Female,2.11,64.8,6.2,4,5.6,2.9,No,Online,Average,Average,No,1,Middle,4.2,C
STU00545,19,Female,1.26,83.5,5.6,5.1,4.6,3.33,No,Offline,Good,Average,No,1,High,4.8,C
STU00546,19,Male,5.68,70.6,6.8,5.8,2.2,3.73,Yes,Offline,Average,Average,No,3,Middle,1.6,A
STU00547,24,Female,4.65,77.7,7,8.5,1.9,3.25,Yes,Hybrid,Poor,Good,Yes,2,High,2.2,A
STU00548,22,Female,5.33,67.5,6.5,1.1,3.3,3.99,No,Online,Poor,Good,No,2,High,3.6,A
STU00549,18,Non-Binary,5.89,70,8.2,3.6,3.6,2.74,Yes,Offline,Average,Excellent,Yes,1,Middle,3.8,A
STU00550,21,Male,4.64,100,6.7,2.7,2.1,3.09,Yes,Online,Average,Good,No,1,Middle,3.4,A
STU00551,23,Male,6.6,75.6,7.1,4.6,3.9,3.92,No,Offline,Good,Good,No,3,Low,7.3,A
STU00552,21,Male,3.21,93.1,5.2,4.1,4.2,3.15,No,Online,Poor,Excellent,Yes,0,High,5.6,B
STU00553,21,Female,5.13,78.5,6.6,1,5.7,2.54,Yes,Offline,Good,Excellent,Yes,2,Middle,3.9,A
STU00554,24,Male,3.34,85.2,9.7,7.6,3.8,3.11,No,Offline,Average,Average,Yes,1,High,1,B
STU00555,20,Male,2.74,71,4.7,3.2,1.8,2.34,Yes,Online,Average,Good,No,1,Middle,7.5,C
STU00556,21,Non-Binary,6.23,83.8,7.9,7.7,1.8,3.51,Yes,Offline,Average,Average,Yes,1,Middle,7.9,A
STU00557,19,Male,6.14,73.7,7.2,8.2,2.5,3.1,Yes,Hybrid,Poor,Average,No,2,Low,3.9,A
STU00558,20,Female,1.12,50.7,6.8,8.4,8.1,3.06,No,Online,Average,Average,No,0,Middle,5.8,D
STU00559,17,Male,2.76,52.8,6.8,7.3,3.6,2.05,Yes,Hybrid,Average,Excellent,No,0,Low,6.5,C
STU00560,21,Female,5.58,77.6,7.1,4,4,3.11,No,Online,Good,Good,No,1,Low,1.3,A
STU00561,21,Female,7.14,85.4,5.1,4.1,2.5,2.55,Yes,Online,Average,Good,Yes,2,Low,4.1,A
STU00562,17,Female,3.67,71.1,8.8,6.5,5.3,3.14,No,Offline,Average,Excellent,No,1,Middle,7.7,C
STU00563,21,Female,4.63,68.2,7.4,7.4,2.6,3.58,No,Offline,Poor,Poor,No,3,Middle,2.6,A
STU00564,17,Male,2.17,73.1,8.5,4.4,2.5,2.06,No,Hybrid,Good,Good,No,1,Middle,4.9,C
STU00565,20,Male,10.02,95,7.5,5.6,4.5,2.75,No,Online,Average,Good,No,1,Low,3.6,A
STU00566,19,Male,5.95,60.5,7.8,5.2,3.4,3.45,Yes,Hybrid,Average,Average,No,0,Middle,3.4,A
STU00567,17,Female,6.79,85.2,7.8,2.6,7.4,2.97,Yes,Hybrid,Average,Good,Yes,2,High,1.7,A
STU00568,18,Female,6.32,90.1,7.2,2.5,3.4,2.8,No,Hybrid,Poor,Average,No,1,Middle,3.5,A
STU00569,24,Male,6.87,65.3,8.9,3.8,6.1,2.77,No,Hybrid,Poor,Excellent,No,1,High,2.8,A
STU00570,24,Female,6.22,69.5,7.4,5.9,2.4,2.97,No,Hybrid,Good,Average,Yes,3,Low,5.5,A
STU00571,17,Male,4.33,74.7,7.3,1.6,3.8,2.52,No,Hybrid,Average,Average,No,3,High,5.2,A
STU00572,24,Female,6.49,72,6.2,3,3.4,3.25,No,Offline,Poor,Good,Yes,2,Middle,5.8,A
STU00573,21,Non-Binary,5.16,88.1,6.7,9.1,5.1,3.78,Yes,Hybrid,Poor,Average,No,1,Middle,5.8,B
STU00574,23,Male,7.59,79.5,8.4,4.2,5.2,2.93,No,Offline,Poor,Average,No,3,Middle,4.3,A
STU00575,23,Female,3.53,73.4,6.4,9,2.7,2.66,No,Offline,Average,Good,No,1,Middle,4.1,C
STU00576,24,Male,3.92,82.3,8,5.2,6.1,3.98,Yes,Hybrid,Good,Average,No,1,Middle,5.6,A
STU00577,20,Female,6.32,90.7,7,7.2,4.5,2.27,No,Online,Average,Good,No,0,Middle,5.1,B
STU00578,22,Female,7.56,75,5.2,5.7,2.1,1.94,No,Offline,Average,Good,Yes,4,Low,2.5,B
STU00579,20,Male,5.29,70.5,7.9,6.8,4.5,3.03,Yes,Hybrid,Average,Good,No,1,Middle,2.9,A
STU00580,22,Male,3.57,87.9,7,6.2,3.9,3.59,Yes,Hybrid,Good,Good,Yes,2,Middle,2.7,B
STU00581,23,Male,4.76,95.9,6.9,5.8,5,2.78,No,Offline,Good,Average,Yes,3,Middle,1.1,A
STU00582,23,Female,4,94.2,8.3,4.4,4.4,2.69,No,Hybrid,Average,Average,Yes,2,Low,4.4,A
STU00583,17,Female,8.79,86.9,7.4,2.6,2.9,3.12,No,Hybrid,Poor,Good,No,2,Low,1.6,A
STU00584,19,Male,6.8,77.3,5.7,6.5,5.5,3.34,No,Offline,Good,Excellent,No,1,Low,2.3,A
STU00585,18,Female,7.53,87.1,7.3,4.3,1,4,Yes,Hybrid,Average,Average,No,1,Low,3.6,A
STU00586,20,Female,5.6,84.7,6.2,4.1,2.9,2.58,No,Hybrid,Good,Good,No,3,Low,3.4,A
STU00587,21,Male,3.89,85.3,6,3.7,4.3,2.68,No,Offline,Good,Good,Yes,3,Low,3.6,B
STU00588,22,Male,7.35,78.9,8.9,8.8,3,3.02,No,Offline,Average,Good,No,1,Middle,6.5,A
STU00589,24,Female,8.31,89.6,4.3,4.8,4,4,No,Offline,Poor,Good,Yes,1,Middle,1.9,A
STU00590,21,Female,6.16,88.1,6.4,9.5,3.5,2.16,Yes,Hybrid,Poor,Poor,No,2,High,2.3,B
STU00591,19,Male,4.95,66.9,6.3,5,2.7,3.27,Yes,Hybrid,Good,Good,No,1,High,5.4,B
STU00592,22,Male,7.16,86.5,7.9,6.5,5,3.71,No,Hybrid,Average,Poor,No,3,Low,2.5,A
STU00593,20,Male,4.26,69.6,8.4,5.5,3,3.69,No,Online,Poor,Good,No,2,Low,3,A
STU00594,17,Female,6.53,80.7,6.1,6.1,2.1,2.73,No,Hybrid,Average,Excellent,No,2,Middle,2.1,A
STU00595,21,Male,3.58,78.1,3.8,6.2,5.8,3.03,Yes,Offline,Average,Good,No,1,Low,6.1,C
STU00596,19,Male,3.06,84.3,9.2,2.7,3,3.23,Yes,Offline,Average,Average,No,4,Middle,4.2,A
STU00597,20,Female,6.13,74.6,6,4.3,5.5,3.37,No,Offline,Poor,Excellent,Yes,3,Middle,3.8,A
STU00598,23,Female,5.68,76,6.7,3.8,4.5,3.31,No,Online,Poor,Excellent,Yes,4,Middle,2.6,A
STU00599,23,Male,8.81,74.5,6.6,7.5,3.7,2.2,Yes,Online,Good,Good,Yes,1,High,2.6,A
STU00600,20,Male,4.44,74.8,6.6,5,4.3,2.44,No,Online,Average,Good,Yes,3,High,3.7,A
STU00601,20,Female,5.05,65.5,7.2,4.3,4.9,4,No,Offline,Average,Average,Yes,2,High,5.8,A
STU00602,20,Male,2.72,84.8,5.8,6.5,3.5,1.86,Yes,Hybrid,Good,Excellent,No,0,Low,8.2,C
STU00603,22,Male,1.26,73.9,7.6,3.9,1.1,2.96,No,Offline,Poor,Good,No,2,High,6.7,B
STU00604,20,Female,1.44,83.1,7.9,3.7,3.3,3.16,No,Online,Average,Excellent,No,1,Middle,5.7,B
STU00605,21,Male,5.93,79.6,6.1,3.8,2.1,2.81,Yes,Online,Average,Average,Yes,1,Middle,5.2,A
STU00606,19,Female,2.65,83.8,6,6,4.3,2.72,Yes,Online,Average,Average,Yes,1,High,4.2,C
STU00607,22,Female,7.25,85.4,8.3,5.8,4.5,3.65,Yes,Hybrid,Average,Excellent,Yes,2,High,3.2,A
STU00608,20,Male,7.84,66.9,8.7,4.3,2.3,3.26,Yes,Online,Average,Good,No,2,Middle,4.5,A
STU00609,18,Male,4.43,78.6,7.7,1,5.8,2.55,No,Offline,Average,Average,No,1,Middle,4.3,B
STU00610,24,Female,8.32,81.6,8,5.7,3.3,3.1,No,Offline,Average,Average,No,1,Middle,4.8,A
STU00611,18,Female,5.45,72.9,4.6,4.6,4,3.77,No,Offline,Good,Good,No,4,Middle,5.6,A
STU00612,19,Female,7.25,73.2,7.3,3.7,3.4,3.41,No,Hybrid,Average,Poor,No,1,High,5,A
STU00613,23,Female,4.55,83.4,7.2,8.2,3.1,3.62,No,Hybrid,Good,Good,Yes,3,Middle,2.2,A
STU00614,17,Male,6.92,92.4,6.9,3,5.9,3.06,Yes,Offline,Average,Good,No,2,Middle,3.7,A
STU00615,17,Female,3.11,85.2,8.1,6,3.9,2.97,No,Offline,Good,Good,No,0,Middle,3.7,B
STU00616,24,Male,6.25,86.7,8.3,4.1,1,2.88,No,Online,Good,Average,No,2,Low,2.5,A
STU00617,23,Male,4.08,83,7,5.1,2.7,2.29,No,Offline,Good,Excellent,Yes,0,High,1.7,A
STU00618,22,Male,4.74,98.7,6.7,6.8,3.3,2.73,No,Offline,Average,Average,Yes,1,Low,4.1,A
STU00619,22,Male,6.26,80.3,8.8,3.3,5,2.85,Yes,Offline,Poor,Good,Yes,1,Middle,2.2,B
STU00620,22,Female,5.35,88.8,6.5,3.9,3.8,3.4,No,Offline,Poor,Poor,No,0,High,4.7,A
STU00621,17,Male,4.85,100,6.3,6.2,3.5,3.33,No,Hybrid,Good,Good,No,3,Middle,5.6,A
STU00622,18,Male,6.46,83.6,8.1,4.5,3.8,2.04,Yes,Offline,Average,Excellent,No,0,High,5.6,B
STU00623,17,Male,6.61,79.7,6.9,4.4,4.5,3.36,No,Offline,Good,Excellent,No,1,High,3.7,A
STU00624,21,Female,2.23,64.5,9.1,5.1,3.2,1.98,No,Online,Average,Good,Yes,0,Low,8.9,D
STU00625,20,Female,6.12,63.9,9,3.7,4.5,2.87,No,Online,Average,Good,No,4,Middle,4.4,A
STU00626,22,Male,6.34,100,8.2,5.9,3.3,2.7,Yes,Hybrid,Average,Excellent,Yes,0,Middle,2.1,A
STU00627,18,Male,3.5,80.5,7.3,6.4,5,2.86,Yes,Offline,Good,Excellent,No,2,Middle,5.2,B
STU00628,19,Male,5.77,70.9,7.2,3.1,2.6,3.38,No,Online,Poor,Excellent,No,1,Middle,7,A
STU00629,24,Female,2.35,75,6.6,2.6,1.5,2.31,No,Offline,Average,Average,No,1,Middle,3.8,C
STU00630,19,Female,7.88,68.8,9.6,6.4,4.2,2.93,No,Offline,Poor,Excellent,No,3,Low,1.8,A
STU00631,20,Female,4.52,79.8,7.4,9.7,3.4,3.53,No,Offline,Average,Average,No,2,Middle,5.1,A
STU00632,18,Female,4.84,73.5,7.6,5.6,6.6,2.75,Yes,Hybrid,Poor,Average,No,0,Low,4.9,B
STU00633,17,Male,7.39,85.6,7.4,1.8,4.5,3.72,No,Hybrid,Average,Poor,Yes,1,Low,3.2,A
STU00634,17,Female,4.71,94.7,7.1,5.3,4.2,3.03,No,Offline,Average,Average,No,3,Middle,2.1,A
STU00635,21,Female,6.2,84.7,5.5,2.1,6.8,2.58,No,Hybrid,Average,Good,No,3,Middle,1,A
STU00636,21,Male,2.91,80.4,7.6,3.9,4.9,2.44,Yes,Offline,Good,Excellent,No,1,Low,2.3,B
STU00637,17,Male,3.86,80.2,8.3,4.9,2.9,3.14,No,Online,Good,Good,No,2,High,6.8,B
STU00638,19,Female,2.22,93.6,5.7,4.9,3.9,3.91,No,Offline,Average,Good,No,2,Middle,4,A
STU00639,24,Female,4.58,66.8,4.6,3,3.9,3.41,Yes,Offline,Average,Good,No,1,High,1.8,B
STU00640,22,Male,7.06,70.5,6.4,8.3,5.8,2.52,No,Offline,Poor,Good,Yes,1,Middle,7.3,C
STU00641,19,Female,5.45,74.5,6.8,3,4.9,3.36,No,Online,Average,Average,No,3,Low,5.4,A
STU00642,24,Female,6.77,68.1,7.7,8.6,3.8,3.85,No,Online,Average,Excellent,No,3,High,5.2,A
STU00643,21,Male,2.95,85,6.2,7.6,2.9,2.75,No,Offline,Poor,Good,No,1,Middle,5.5,C
STU00644,20,Male,3.23,76.2,7.5,2.3,2.7,3.2,No,Offline,Average,Good,Yes,1,Middle,3.7,A
STU00645,24,Male,4.07,70.5,6,7,4.2,2.97,No,Offline,Poor,Good,No,3,Middle,4.4,A
STU00646,17,Female,6.15,85.4,4.7,5.5,1.9,3.5,No,Offline,Poor,Excellent,Yes,2,Low,5.8,A
STU00647,21,Male,5.71,79.1,8.4,4.2,5.7,2.05,No,Offline,Good,Average,No,1,Middle,4.4,B
STU00648,21,Male,4.97,84,7,3.1,4,2.49,No,Hybrid,Poor,Average,Yes,0,Low,3.3,B
STU00649,22,Female,6.25,79.9,6.4,4.6,5.5,2.59,No,Hybrid,Average,Good,No,2,Middle,5.1,A
STU00650,17,Female,4.7,74.7,6.1,6.4,3.2,3.12,No,Online,Poor,Good,Yes,1,High,7.4,C
STU00651,22,Male,4.96,69.4,7.7,4.4,6,3.51,Yes,Offline,Average,Excellent,Yes,2,High,4.3,B
STU00652,17,Male,7.61,84.5,5.4,6,4,3.01,No,Hybrid,Good,Average,No,4,Low,4.7,A
STU00653,22,Female,3.83,70.8,7.2,7.8,2.2,3.5,No,Offline,Poor,Average,Yes,2,High,4.8,B
STU00654,24,Female,5.37,90.1,8.4,7.1,5.7,2.42,No,Offline,Average,Excellent,Yes,2,Middle,4,B
STU00655,19,Female,8.22,82.5,6.5,2.8,4.6,2.87,Yes,Offline,Good,Good,Yes,2,Low,2.2,A
STU00656,20,Male,5.2,79.6,7.9,1.8,4.9,2.56,Yes,Offline,Average,Good,No,1,High,2.5,A
STU00657,20,Female,6.41,71.9,8.8,4.1,3.7,2.77,No,Offline,Average,Average,No,3,Middle,2.9,A
STU00658,17,Female,3.79,96.2,9.8,8,5,3.22,No,Hybrid,Poor,Average,Yes,2,Middle,3.4,B
STU00659,18,Female,8.91,77.4,8.3,5.5,6.8,3.15,Yes,Online,Average,Good,No,1,Low,4.1,A
STU00660,23,Female,0.5,85.4,5.9,5.2,5.1,3.47,Yes,Offline,Average,Average,Yes,1,Middle,8,C
STU00661,21,Male,2.73,73.6,5.4,2.6,3.9,2.77,No,Online,Average,Excellent,No,2,Low,5.4,B
STU00662,21,Male,2.89,91.5,6.8,2.3,2.2,3.3,No,Offline,Average,Good,No,1,High,2.3,A
STU00663,17,Female,8.24,84.3,9.4,7.2,3,2.03,No,Hybrid,Poor,Average,No,3,Middle,4.7,A
STU00664,24,Female,5.7,90.3,6.8,6.1,5.9,3.09,No,Online,Average,Good,No,1,Middle,4.9,B
STU00665,22,Female,4.48,88.3,8.2,4.2,4.3,3.42,No,Offline,Average,Good,Yes,0,Low,4.5,A
STU00666,18,Male,2.44,78.8,7.7,5.3,4.9,3.61,No,Hybrid,Good,Average,Yes,2,High,3.3,A
STU00667,19,Female,5.73,71.4,9.6,2.4,5.1,2.92,No,Online,Poor,Average,No,2,Middle,5.9,A
STU00668,22,Female,5.23,80.8,7.1,5.1,8,2.71,No,Hybrid,Poor,Good,Yes,1,Middle,6.8,B
STU00669,22,Male,3.61,73.8,6.8,6,4.7,3.1,No,Offline,Poor,Good,Yes,4,High,5.4,C
STU00670,17,Male,2.02,76.5,6.3,7.1,6.2,4,Yes,Offline,Good,Good,Yes,2,Low,5.4,A
STU00671,17,Female,2.79,97,7.4,3.6,3.6,3.09,No,Offline,Average,Good,No,2,Middle,5.3,A
STU00672,24,Female,5.43,89.5,7.6,1,5.1,3.74,Yes,Offline,Average,Good,No,2,Middle,3.3,A
STU00673,21,Female,5.62,83.5,7.3,5.6,4.5,3,No,Offline,Good,Good,Yes,2,Middle,3.9,A
STU00674,17,Female,5.15,87,7.9,4.4,1.9,2.55,No,Offline,Good,Good,Yes,3,Low,3.7,A
STU00675,17,Male,4.7,89.3,7.4,4,3.1,2.45,No,Online,Good,Good,No,3,Middle,1.9,A
STU00676,17,Male,1.46,82.7,6.6,4.1,2,3.44,Yes,Online,Average,Average,Yes,2,Middle,5.5,B
STU00677,24,Female,5.1,80,7,2.9,3.7,2.92,No,Hybrid,Poor,Excellent,No,1,High,5.6,A
STU00678,21,Female,2.93,81.8,6.7,9.7,4.9,3.17,No,Online,Good,Good,Yes,0,Middle,5.9,C
